key,arabic,english,french,ar_source,en_source,fr_source,translation_status,use_count,first_used_in
Add section,إضافة سيكشن,Add section,Ajouter une section,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/WarehouseSections.cshtml
Add stage,إضافة مرحلة,Add stage,Ajouter une étape,view,view,view,translated in all three,1,CrossBuy/Views/Crm/PipelineEditor.cshtml
Add tab,إضافة تبويب,Add tab,Ajouter un onglet,view,view,view,translated in all three,1,CrossBuy/Views/Pos/QuickMenu.cshtml
Add table,إضافة طاولة,Add table,Ajouter une table,view,view,view,translated in all three,1,CrossBuy/Views/Pos/FloorPlan.cshtml
Add terminal,إضافة جهاز,Add terminal,Ajouter un terminal,view,view,view,translated in all three,1,CrossBuy/Views/Pos/Terminals.cshtml
Add to cart,أضف إلى السلة,Add to cart,Add to cart,view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Store/Product.cshtml
Add to list,إضافة للقائمة,Add to list,Ajouter à la liste,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/_ItemScanModal.cshtml
Add to order,أضف للطلب,Add to order,Add to order,view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/PosApp/Terminal.cshtml
Add unit,إضافة وحدة,Add unit,Ajouter une unité,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/ItemForm.cshtml
Add vendor balance,إضافة رصيد مورد,Add vendor balance,Ajouter un solde fournisseur,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/OpeningBalances.cshtml
Add without tab,إضافة بدون تبويب,Add without tab,Ajouter sans onglet,view,view,view,translated in all three,1,CrossBuy/Views/Pos/QuickMenu.cshtml
AddEditLeaveType,إضافة تعديل - نوع الإجازة,Add Edit Leave Type,Ajouter/Modifier le type de congé,shared,shared,shared,translated in all three,1,CrossBuy/Views/Admin/LeaveTypesList.cshtml
AddOn,إضافة (اختياري),AddOn,Supplément,view,view,view,translated in all three,1,CrossBuy/Views/Pos/Modifiers.cshtml
"AddOn (optional, priced)",إضافة (اختياري، بسعر),"AddOn (optional, priced)","Supplément (facultatif, payant)",view,view,view,translated in all three,1,CrossBuy/Views/Pos/Modifiers.cshtml
Added,تمت الإضافة,Added,Ajouté,shared,shared,shared,translated in all three,3,CrossBuy/Views/Pos/QuickMenu.cshtml
Added to favourites,أُضيف إلى المفضّلة,Added to favourites,Ajouté aux favoris,view,view,view,translated in all three,1,CrossBuy/Views/Reports/Viewer.cshtml
Adding Users by Team Members,إضافة المستخدمين بواسطة أعضاء الفريق,Adding Users by Team Members,Ajout d'utilisateurs par les membres de l'équipe,view,view,view,translated in all three,1,CrossBuy/Views/Shared/_LayoutManufacturing.cshtml
Adding to tab:,الإضافة إلى تبويب:,Adding to tab:,Ajout à l'onglet :,view,view,view,translated in all three,1,CrossBuy/Views/Pos/QuickMenu.cshtml
AddingAnAdministrativeBodyToTheAdministrativeStructure,إضافة جهة أدارية للهيكل الإداري,Adding an administrative body to the administrative structure,Ajout d'un organe administratif à la structure administrative,shared,shared,shared,translated in all three,1,CrossBuy/Views/Admin/AdministrativeStructure.cshtml
Additional charges,المصاريف الإضافية,Additional charges,Frais supplémentaires,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/NewLandedCost.cshtml
Address,العنوان,Address,Adresse,shared,shared,shared,translated in all three,10,CrossBuy/Views/Accounting/Vendors.cshtml
Addressee (optional),الجهة (اختياري),Addressee (optional),Destinataire (facultatif),view,view,view,translated in all three,1,CrossBuy/Views/People/Requests.cshtml
Adjust item,تعديل بند,Adjust item,Ajuster un article,view,view,view,translated in all three,1,CrossBuy/Views/Project/VariationOrders.cshtml
Adjustment,تسوية,Adjustment,Ajustement,view,view,view,translated in all three,4,CrossBuy/Views/Inventory/BulkPriceChange.cshtml
Adjustment (13),تسويات (13),Adjustment (13),Ajustement (13),view,view,view,translated in all three,1,CrossBuy/Views/Accounting/Periods.cshtml
Adjustment account,حساب فروق الجرد,Adjustment account,Compte d'ajustement,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/CategoryForm.cshtml
Adjustment to post,التسوية المطلوبة,Adjustment to post,Ajustement à comptabiliser,view,view,view,translated in all three,1,CrossBuy/Views/Admin/LeaveAccrual.cshtml
Admin Group,مجموعة المسؤولين,Admin Group,Groupe administrateur,view,view,view,translated in all three,1,CrossBuy/Views/Service/BranchDetails.cshtml
Admin defines them in «Cashier terminals».,يعرّفها الأدمن من «أجهزة الكاشير».,Admin defines them in «Cashier terminals».,L'administrateur les définit dans «Terminaux caissier».,view,view,view,translated in all three,1,CrossBuy/Views/PosApp/Start.cshtml
Administration,الإدارة,Administration,Administration,view,view,view,translated in all three,1,CrossBuy/Views/Shared/_LayoutManufacturing.cshtml
Administrative Bodies in the Company,الوحدات الإدارية في الشركة,Administrative Bodies in the Company,Organes administratifs de l'entreprise,view,view,view,translated in all three,1,CrossBuy/Views/Admin/AdministrativeBodiesCompany.cshtml
Administrative Structure,الهيكل الإداري,Administrative Structure,Structure administrative,view,view,view,translated in all three,1,CrossBuy/Views/Admin/AdministrativeStructure.cshtml
Administrative bodies,الجهات الإدارية,Administrative bodies,Entités administratives,view,shared,shared,translated in all three,1,CrossBuy/Views/Admin/Index.cshtml
Administrative entity,جهة إدارية,Administrative entity,Entité administrative,view,view,view,translated in all three,1,CrossBuy/Views/Admin/AdministrativeStructure.cshtml
Administrative structure,الهيكل الإداري,Administrative structure,Structure administrative,view,view,view,translated in all three,1,CrossBuy/Views/Admin/EmployeeData.cshtml
Administrative system,النظام الإداري,Administrative system,Système administratif,view,view,view,translated in all three,1,CrossBuy/Views/Portal/Choose.cshtml
AdministrativeBodiesIntheCompany,الجهات الادارية في الشركة,Administrative Bodies in the Company,Organes administratifs de l'entreprise,shared,shared,shared,translated in all three,1,CrossBuy/Views/Admin/AdministrativeBodiesCompany.cshtml
AdministrativeStructure,الهيكل الإداري,Administrative Structure,Structure administrative,shared,shared,shared,translated in all three,1,CrossBuy/Views/Admin/AdministrativeStructure.cshtml
Advance %,نسبة المقدّم %,Advance %,Avance %,view,view,view,translated in all three,2,CrossBuy/Views/Project/Advance.cshtml
Advance outstanding,Advance outstanding,Advance outstanding,Advance outstanding,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/ProjectCloseout/Index.cshtml
"Advance received = a liability (2104), not revenue — posted via the GL, tagged to the project.",الدفعة المقدمة المستلمة = التزام (2104) وليست إيرادًا — تُرحَّل عبر دفتر الأستاذ وتُنسب للمشروع.,"Advance received = a liability (2104), not revenue — posted via the GL, tagged to the project.","Avance reçue = un passif (2104), pas un produit — comptabilisée via le grand livre, affectée au projet.",view,view,view,translated in all three,1,CrossBuy/Views/Project/Advance.cshtml
Advance recovery,استرداد المقدّم,Advance recovery,Récupération d'avance,view,view,view,translated in all three,1,CrossBuy/Views/Project/Billing.cshtml
Advanced Search,بحث متقدم,Advanced Search,Recherche avancée,view,view,view,translated in all three,1,CrossBuy/Views/Shared/_LayoutManufacturing.cshtml
Advanced security,حماية متقدمة,Advanced security,Sécurité avancée,view,view,view,translated in all three,1,CrossBuy/Views/Portal/Choose.cshtml
Advances,الدفعات المقدمة,Advances,Advances,view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Project/Dashboard.cshtml
Affiliate Program,برنامج الشركاء,Affiliate Program,Programme d'affiliation,view,view,view,translated in all three,1,CrossBuy/Views/Shared/_mainLayout.cshtml
Affiliate Programs,برامج الإحالة,Affiliate Programs,Programmes d'affiliation,view,view,view,translated in all three,1,CrossBuy/Views/Shared/_LayoutManufacturing.cshtml
"After creating: BOM components are pulled automatically; release then complete to consume materials, produce the item and post the JE (materials + labor + overhead via the WIP account).",بعد الإنشاء: تُسحب مكوّنات قائمة المواد تلقائيًا، ثم أصدِر الأمر ونفّذه ليتم استهلاك المواد وإنتاج الصنف وترحيل القيد (المواد + العمالة + الأوفرهيد عبر حساب إنتاج تحت التشغيل).,"After creating: BOM components are pulled automatically; release then complete to consume materials, produce the item and post the JE (materials + labor + overhead via the WIP account).","Après la création : les composants de la BOM sont récupérés automatiquement ; lancez puis terminez pour consommer les matières, produire l'article et comptabiliser le JE (matières + main-d'œuvre + frais généraux via le compte WIP).",view,view,view,translated in all three,1,CrossBuy/Views/Inventory/NewWorkOrder.cshtml
Agenda item,بند جدول الأعمال,Agenda item,Agenda item,view,view,fallback-to-key,MISSING french — English key shown,1,CrossBuy/Views/Workspace/Index.cshtml
Agent,الوكيل,Agent,Agent,view,view,view,translated in all three,1,CrossBuy/Views/Admin/PolicesData.cshtml
Aging — AR vs AP,أعمار الديون (عملاء/موردون),Aging — AR vs AP,Balance âgée — Clients vs Fournisseurs,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/Executive.cshtml
All,الكل,All,Tous,shared,shared,shared,translated in all three,32,CrossBuy/Views/Accounting/Customers.cshtml
All Categories,كل الفئات,All Categories,Toutes les catégories,view,view,view,translated in all three,1,CrossBuy/Views/Shared/_mainLayout.cshtml
All Contacts,جميع جهات الاتصال,All Contacts,Tous les contacts,view,view,view,translated in all three,2,CrossBuy/Views/Service/BranchDetails.cshtml
All Day,طوال اليوم,All Day,Toute la journée,view,fallback-to-key,view,english falls back to key text,1,CrossBuy/Views/Calendar/Index.cshtml
All Deals,All Deals,All Deals,All Deals,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/Home/Store.cshtml
All WH,كل المخازن,All WH,Tous les entrepôts,view,view,view,translated in all three,2,CrossBuy/Views/Inventory/Planning.cshtml
All branches,كل الفروع,All branches,Toutes les succursales,view,view,view,translated in all three,2,CrossBuy/Views/Inventory/InventoryRoles.cshtml
All categories,كل التصنيفات,All categories,All categories,view,fallback-to-key,fallback-to-key,english falls back to key text,3,CrossBuy/Views/Inventory/Items.cshtml
All conditions,كل الشروط,All conditions,Toutes les conditions,view,view,view,translated in all three,1,CrossBuy/Views/Admin/PolicesData.cshtml
All consumers completed,اكتمل جميع المستهلكين,All consumers completed,Tous les consommateurs ont terminé,view,view,view,translated in all three,1,CrossBuy/Views/BusinessEventMonitor/_Rows.cshtml
All contracts & documents are valid,All contracts & documents are valid,All contracts & documents are valid,All contracts & documents are valid,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/Admin/HrDocuments.cshtml
All customers,كل العملاء,All customers,Tous les clients,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/PromotionEditor.cshtml
All customers / by segment,كل العملاء / حسب الشريحة,All customers / by segment,Tous les clients / par segment,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/PriceListEditor.cshtml
All day,طوال اليوم,All day,All day,view,view,fallback-to-key,MISSING french — English key shown,1,CrossBuy/Views/Workspace/Index.cshtml
All hyper branches,كل فروع الهايبر,All hyper branches,All hyper branches,shared,fallback-to-key,fallback-to-key,english falls back to key text,2,CrossBuy/Views/Hyper/HyperItemMargin.cshtml
